ID,Site name,Longitude,Latitude,Altitude,Pinus
461,Gerencuo 3,92.40 ,34.61 ,4650,3.1847 
462,Glacier Boue,87.00 ,43.00 ,3800,0.4601 
463,Glacier Mousse,87.00 ,43.00 ,3800,1.3889 
464,Gonggouyan,112.45 ,40.45 ,1255,13.8889 
465,Gu hu 28,100.83 ,27.67 ,2780,59.5989 
466,Guangdongs 1,114.40 ,23.26 ,39,59.2800 
467,Guangdongs 3,114.40 ,23.27 ,39,4.3996 
468,Guangrunpo 1,114.53 ,36.02 ,56,5.9524 
469,Guangxi 01,108.11 ,24.80 ,196,25.1700 
470,Guangxi 02,108.39 ,23.51 ,1278,12.2661 
471,Guangxi 03,110.65 ,23.82 ,78,40.6302 
472,Guangxi 04,111.17 ,23.52 ,60,23.1609 
473,Guangxi 05,108.04 ,22.02 ,239,26.5113 
474,Guangxi 06,108.39 ,23.51 ,1263,3.6007 
475,Guangxi 07,108.07 ,23.98 ,167,23.9172 
476,Guangxi 08,110.25 ,24.14 ,804,7.8967 
477,Guangxi 09,110.30 ,24.18 ,803,10.4142 
478,Guangxi 10,110.91 ,23.61 ,364,62.4506 
479,Guangzhou,113.13 ,23.32 ,10,2.1053 
480,Guanzhi Mt 1,116.78 ,25.71 ,587,91.1961 
481,Guanzhi Mt 2,116.78 ,25.71 ,587,64.9691 
482,Guiyang,106.72 ,26.58 ,1077,34.7835 
483,Guizhou,107.24 ,26.54 ,1009,17.0468 
484,Guizhou 1,106.75 ,26.45 ,1070,50.3356 
485,Guizhou 2,105.91 ,26.25 ,1300,73.6111 
486,Guizhou 3,105.75 ,25.97 ,1350,66.8067 
487,Guizhou 4,105.75 ,25.97 ,1350,65.4206 
488,Guizhou 5,105.75 ,25.97 ,1350,79.6209 
489,Guizhou s1,106.36 ,26.98 ,1192,28.8871 
490,Guizhou s3,108.00 ,25.21 ,494,32.2200 
491,Guizhou s4,107.93 ,25.28 ,739,18.1800 
492,Guizhou s5,107.93 ,25.29 ,905,12.8813 
493,Guizhou s6,105.85 ,26.17 ,1344,13.7431 
494,Haerbaling,128.62 ,43.27 ,600,39.3035 
495,Haideng Lake,92.37 ,29.82 ,4980,1.6667 
496,Hainandao 1,110.18 ,19.95 ,90,5.0000 
497,Hainandao 2,110.21 ,19.92 ,156,0.9207 
498,Hainandao 3,110.23 ,18.69 ,19,0.5006 
499,Haizhou Bay 01,119.41 ,34.91 ,-7.3,13.2075 
500,Haizhou Bay 02,119.41 ,34.91 ,-1.5,48.4848 
501,Haizhou Bay 03,119.41 ,34.91 ,-6.5,20.5263 
502,Haizhou Bay 04,119.41 ,34.91 ,0,72.4138 
503,Haizhou Bay 05,119.41 ,34.91 ,-6,30.3738 
504,Haizhou Bay 06,119.41 ,34.91 ,-6,26.4151 
505,Haizhou Bay 07,119.41 ,34.91 ,-4.8,57.1429 
506,Haizhou Bay 08,119.41 ,34.91 ,-7.2,49.1667 
507,Haizhou Bay 09,119.41 ,34.91 ,-18,51.1628 
508,Haizhou Bay 10,119.41 ,34.91 ,-7,38.9286 
509,Haizhou Bay 11,119.41 ,34.91 ,-14,27.3128 
510,Haizhou Bay 12,119.41 ,34.91 ,-11.7,6.6667 
511,Haizhou Bay 13,119.41 ,34.91 ,-16.5,27.5862 
512,Haizhou Bay 14,119.41 ,34.91 ,-21.5,40.0000 
513,Haizhou Bay 15,119.41 ,34.91 ,-20,78.0000 
514,Haizhou Bay 16,119.41 ,34.91 ,-27,88.4298 
515,Haizhou Bay 17,119.41 ,34.91 ,-24.2,60.0000 
516,Haizhou Bay 18,119.41 ,34.91 ,-29,84.6154 
517,Hal Dal 1,119.75 ,49.22 ,670,22.0994 
518,Hal Dal 2,119.75 ,49.22 ,670,0.0000 
519,Hal Dal 3,119.75 ,49.22 ,550,0.9646 
520,Hal Dal 4,119.75 ,49.22 ,550,0.0000 
521,Hal Dal 5-7,117.90 ,49.43 ,550,17.1429 
522,Hal Dal 6-7,117.90 ,49.43 ,550,0.0000 
523,Hal Dal 7-7,119.20 ,48.78 ,655,0.0000 
524,Hal Dal 8-7,119.20 ,48.78 ,655,0.0000 
525,Hangcuo,91.79 ,31.32 ,4370,0.8299 
526,Hanhai Lake,112.83 ,40.28 ,1200,0.7042 
527,Hani,130.00 ,42.90 ,910,25.4042 
528,Hani_New,126.52 ,42.22 ,899,24.3836 
529,Hanjiang 1,116.63 ,23.55 ,5,11.1111 
530,Hanjiang 3,116.58 ,23.34 ,5,2.4390 
531,Haoluku Lake,116.75 ,42.95 ,1295,9.8039 
532,Hdgutian 1,114.81 ,23.14 ,590,1.5638 
533,Hdgutian 2,114.82 ,23.14 ,531,31.7618 
534,Hdgutian 3,114.80 ,23.12 ,626,15.9296 
535,Hdgutian 4,114.80 ,23.12 ,382,47.5786 
536,Hdgutian 5,114.81 ,23.13 ,456,28.5627 
537,Hdgutian 6,114.82 ,23.14 ,641,34.5908 
538,Heishawan 1,113.56 ,22.11 ,0,10.4848 
539,Heishawan 2,113.57 ,22.12 ,3,7.7784 
540,Heishiding 1,111.42 ,23.37 ,220,56.9378 
541,Heishiding 2,111.42 ,23.37 ,280,25.9615 
542,Heishiding 3,111.42 ,23.37 ,380,33.0275 
543,Hengkungaosu,112.58 ,26.81 ,80,25.9296 
544,Heqiao,119.90 ,31.50 ,51,4.3103 
545,Heqing,100.16 ,26.46 ,2324,72.7045 
546,Heyuan,114.59 ,23.71 ,50,63.4190 
547,Hezuo 1,102.46 ,34.62 ,3002,13.2353 
548,Hezuo 2,102.75 ,34.81 ,2996,3.1496 
549,Hezuo 3,102.75 ,34.81 ,2996,22.6563 
550,Hezuo 4,102.87 ,34.94 ,3147,63.3508 
551,Hongkong 1,113.75 ,22.27 ,-30,64.4231 
552,Hongkong 2,114.03 ,22.27 ,-30,48.3333 
553,Hongkong 3,114.30 ,22.25 ,-25,65.6566 
554,Hongkong 4,114.35 ,22.28 ,-35,21.4876 
555,Hongkong 5,114.33 ,22.38 ,-15,18.5484 
556,Hongkong 6,114.33 ,22.37 ,-20,74.1573 
557,Hongkong 7,114.32 ,22.38 ,-18,6.2069 
558,Hongkong z01,114.25 ,22.43 ,-12.8,0.0000 
559,Hongkong z02,114.17 ,22.27 ,-15,41.6658 
560,Hongkong z03,114.27 ,22.25 ,-12.8,83.3300 
561,Hongkong z04,114.32 ,22.13 ,-32.9,83.3383 
562,Hongkong z05,114.40 ,22.53 ,-18.2,66.6833 
563,Hongkong z06,113.90 ,22.37 ,-19,22.2089 
564,Hongkong z07,114.47 ,22.38 ,-21.9,46.5753 
565,Hongkong z08,114.22 ,22.45 ,-8.6,5.0041 
566,Hongkong z09,113.98 ,22.33 ,-14,64.9912 
567,Hongkong z10,114.22 ,22.13 ,-25.6,47.5352 
568,Hongkong z11,114.15 ,22.12 ,-23.7,62.7325 
569,Hongkong z12,114.42 ,22.32 ,-25.6,66.6700 
570,Hongkong z13,114.18 ,22.28 ,-17,0.0000 
571,Hongkong z14,114.42 ,22.13 ,-31,40.0000 
572,Hongkong z15,114.05 ,22.15 ,-22.8,76.6700 
573,Hongkong z16,114.12 ,22.30 ,-8,19.6934 
574,Hongkong z17,114.02 ,22.33 ,-16.4,60.0000 
575,Hongkong z18,114.22 ,22.28 ,-30,15.0000 
576,Hongkong z19,114.23 ,22.35 ,100,4.9989 
577,Hongkong z20,114.02 ,22.15 ,-18.1,73.3227 
578,Hongkong z21,114.13 ,22.28 ,-10,51.6100 
579,Hongkong z22,114.35 ,22.20 ,-29.2,37.4888 
580,Hongkong z23,114.08 ,22.27 ,-9.1,76.1900 
581,Hongshen,123.40 ,46.40 ,149,3.1646 
582,Hongyuan,102.53 ,32.80 ,3500,1.9544 
583,Hongyuan 01,102.50 ,32.67 ,3400,0.7937 
584,Hongyuan 02,102.50 ,32.67 ,3400,7.6923 
585,Hongyuan 03,102.50 ,32.67 ,3400,17.6471 
586,Hongyuan 04,102.50 ,32.67 ,3400,1.7717 
587,Hongyuan 05,102.50 ,32.67 ,3400,50.0000 
588,Hongyuan 06,102.50 ,32.67 ,3400,5.3571 
589,Hongyuan 07,102.50 ,32.67 ,3400,10.6918 
590,Hongyuan 08,102.50 ,32.67 ,3400,6.0317 
591,Hongyuan 09,102.50 ,32.67 ,3400,2.7869 
592,Hongyuan 10,102.50 ,32.67 ,3400,1.9231 
593,Hu Mao 01,123.92 ,52.27 ,680,76.7619 
594,Hu Mao 02,123.92 ,52.27 ,680,6.5789 
595,Hu Mao 04,123.92 ,52.27 ,680,4.3210 
596,Hu Mao 06-7,123.90 ,52.30 ,700,4.3478 
597,Hu Mao 07-7,123.90 ,52.30 ,700,50.0000 
598,Hu Mao 08-7,123.90 ,52.30 ,700,0.0000 
599,Hu Mao 09-7,123.97 ,52.28 ,680,38.8889 
600,Hu Mao 10-7,123.97 ,52.28 ,680,14.2857 
601,Hu Mao 11-7,123.97 ,52.28 ,680,0.0000 
602,Hu Mao 12-7,123.97 ,52.28 ,680,9.0909 
603,Hu Mao 13-7,123.98 ,52.25 ,720,0.0000 
604,Hu Mao 14-7,123.98 ,52.25 ,720,9.0909 
605,Hu Mao 15-7,123.98 ,52.25 ,720,0.0000 
606,Hu Mao 16,123.98 ,52.25 ,720,0.0000 
607,Huangjiapu,115.15 ,40.57 ,605,19.5402 
608,Huangpu,113.15 ,22.93 ,6,2.3669 
609,Huangshui,101.23 ,36.59 ,2732,1.9231 
610,Huaping 01,109.90 ,25.60 ,1113,3.9381 
611,Huaping 02,109.90 ,25.61 ,793,2.4790 
612,Huaping 03,109.89 ,25.59 ,1315,33.6000 
613,Huaping 04,109.90 ,25.60 ,1052,2.3034 
614,Huaping 05,109.89 ,25.59 ,1329,56.5570 
615,Huaping 06,109.90 ,25.60 ,950,3.1690 
616,Huaping 07,109.90 ,25.60 ,970,1.0416 
617,Huaping 08,109.89 ,25.59 ,1318,26.9303 
618,Huaping 09,109.91 ,25.61 ,900,9.2343 
619,Huaping 10,109.91 ,25.61 ,870,1.6802 
620,Huaping 11,109.90 ,25.62 ,857,11.4253 
621,Huaping 12,109.89 ,25.62 ,740,2.9804 
622,Huaping 13,109.90 ,25.60 ,1202,34.1226 
623,Huaping 14,109.89 ,25.59 ,1276,63.8148 
624,Huaping 15,109.90 ,25.60 ,1237,52.4090 
625,Huaping 16,109.90 ,25.60 ,1180,1.8383 
626,Huaping 17,109.91 ,25.61 ,850,12.3288 
627,Huaping 18,109.90 ,25.60 ,1148,1.8232 
628,Huaping 19,109.89 ,25.59 ,1316,34.2893 
629,Huaping 20,109.90 ,25.61 ,800,0.0000 
630,Huaping 21,109.90 ,25.60 ,934,5.9304 
631,Huaping 22,109.90 ,25.60 ,1020,3.8944 
632,Huaping 23,109.90 ,25.60 ,978,9.8813 
633,Huidong 1,115.20 ,23.15 ,201,19.4394 
634,Huidong 2,115.12 ,23.14 ,267,9.7759 
635,Huitong,109.99 ,26.93 ,466,37.5813 
636,Huma,126.20 ,51.80 ,250,40.4040 
637,Hunan,109.97 ,26.94 ,278,32.3435 
638,Hungshui 1,115.70 ,37.77 ,35,6.9930 
639,Hungshui 2,115.70 ,37.77 ,35,0.0000 
640,Hungshui 3,115.70 ,37.77 ,35,14.0562 
641,Hungshui 4,115.70 ,37.77 ,35,2.6786 
642,Hungshui 5,115.70 ,37.77 ,35,3.8278 
643,Hungshui 6,115.70 ,37.77 ,35,2.5424 
644,Hungshui 7,115.70 ,37.77 ,35,2.1645 
645,Hutuo River 1,115.77 ,38.23 ,18,7.9365 
646,Hutuo River 2,115.77 ,38.23 ,18,10.9375 
647,Hutuo River 3,115.77 ,38.23 ,18,9.9668 
648,Inner Mongolia 01,117.00 ,43.00 ,1200,0.0000 
649,Inner Mongolia 02,117.00 ,43.00 ,1200,0.0000 
650,Inner Mongolia 03,117.00 ,43.00 ,1200,0.0000 
651,Inner Mongolia 04,117.00 ,43.00 ,1200,0.0000 
652,Inner Mongolia 05,117.00 ,43.00 ,1200,0.1776 
653,Inner Mongolia 06,117.00 ,43.00 ,1200,10.3286 
654,Inner Mongolia 07,117.00 ,43.00 ,1200,0.0000 
655,Inner Mongolia 08,117.00 ,43.00 ,1200,0.8685 
656,Inner Mongolia 09,117.00 ,43.00 ,1200,1.2549 
657,Inner Mongolia 10,117.00 ,43.00 ,1200,6.9725 
658,Inner Mongolia 11,117.00 ,43.00 ,1200,0.1298 
659,Inner Mongolia 12,117.00 ,43.00 ,1200,6.9444 
660,Inner Mongolia 13,117.00 ,43.00 ,1200,16.1677 
661,Inner Mongolia 14,117.00 ,43.00 ,1200,1.5725 
662,Inner Mongolia 15,117.00 ,43.00 ,1200,0.2455 
663,Inner Mongolia 16,117.00 ,43.00 ,1200,1.0163 
664,Inner Mongolia 17,117.00 ,43.00 ,1200,1.0163 
665,Inner Mongolia 18,117.00 ,43.00 ,1200,2.7340 
666,Inner Mongolia C01,111.60 ,41.64 ,1000,16.9550 
667,Inner Mongolia C02,112.30 ,42.20 ,1000,61.1765 
668,Inner Mongolia C03,112.40 ,42.30 ,1000,1.7778 
669,Inner Mongolia C04,112.60 ,42.66 ,1000,27.5000 
670,Inner Mongolia C05,112.61 ,42.84 ,1000,20.2997 
671,Inner Mongolia C06,113.40 ,43.72 ,1000,20.8163 
672,Inner Mongolia C07,113.90 ,43.86 ,1000,9.9200 
673,Inner Mongolia C08,115.20 ,43.92 ,1000,0.2660 
674,Inner Mongolia C09,116.20 ,43.87 ,1000,20.4044 
675,Inner Mongolia C10,116.44 ,43.84 ,1000,0.7895 
676,Inner Mongolia C11,116.60 ,43.66 ,1000,26.3982 
677,Inner Mongolia C12,116.61 ,43.67 ,1000,3.2946 
678,Inner Mongolia C13,116.01 ,43.30 ,1000,3.9604 
679,Inner Mongolia C14,116.00 ,43.18 ,1000,1.1013 
680,Inner Mongolia C15,115.70 ,43.44 ,1000,5.5046 
681,Inner Mongolia DS01,110.95 ,42.27 ,1179,0.0000 
682,Inner Mongolia DS02,111.95 ,42.65 ,1003,10.9127 
683,Inner Mongolia DS03,110.75 ,42.75 ,968,16.9154 
684,Inner Mongolia DS04,110.57 ,42.75 ,1024,2.9674 
685,Inner Mongolia DS05,110.47 ,42.66 ,1053,3.1348 
686,Inner Mongolia DS06,110.81 ,42.92 ,1031,1.9608 
687,Inner Mongolia DS07,111.20 ,43.16 ,1160,0.1001 
688,Inner Mongolia DS08,111.36 ,43.15 ,1053,2.9970 
689,Inner Mongolia DS09,111.47 ,43.25 ,1057,1.9608 
690,Inner Mongolia DS10,111.59 ,43.35 ,965,0.0000 
691,Inner Mongolia DS11,112.08 ,43.52 ,984,0.9843 
692,Inner Mongolia DS12,111.82 ,43.20 ,1057,1.0235 
693,Inner Mongolia DS13,111.86 ,42.92 ,1124,0.0000 
694,Inner Mongolia DS14,112.15 ,42.80 ,1160,0.9852 
695,Inner Mongolia DS15,112.43 ,42.76 ,1099,8.1633 
696,Inner Mongolia DS16,112.46 ,43.06 ,1085,1.9980 
697,Inner Mongolia DS17,112.34 ,43.23 ,1022,1.5182 
698,Inner Mongolia DS18,112.17 ,43.35 ,1033,3.4585 
699,Inner Mongolia MS01,116.18 ,42.36 ,1291,0.0000 
700,Inner Mongolia MS02,116.34 ,42.27 ,1450,0.0000 
701,Inner Mongolia MS03,116.45 ,42.29 ,1281,1.4706 
702,Inner Mongolia MS04,116.63 ,42.25 ,1279,1.9139 
703,Inner Mongolia MS05,116.69 ,42.19 ,1272,0.0000 
704,Inner Mongolia MS06,116.69 ,42.19 ,1272,0.9804 
705,Inner Mongolia MS07,116.89 ,42.15 ,1300,0.0000 
706,Inner Mongolia MS08,116.89 ,42.15 ,1300,0.0000 
707,Inner Mongolia MS09,116.99 ,42.17 ,1262,0.0000 
708,Inner Mongolia MS10,116.99 ,42.17 ,1262,0.0000 
709,Inner Mongolia MS11,117.08 ,42.25 ,1336,0.0000 
710,Inner Mongolia MS12,117.29 ,42.50 ,1565,0.1957 
711,Inner Mongolia MS13,117.29 ,42.50 ,1565,0.0000 
712,Inner Mongolia MS15,116.41 ,42.17 ,1295,0.1938 
713,Inner Mongolia MS16,116.46 ,42.09 ,1320,0.0000 
714,Inner Mongolia MS17,116.17 ,41.96 ,1443,0.0000 
715,Inner Mongolia MS18,116.17 ,41.96 ,1443,2.8958 
716,Inner Mongolia MS19,116.09 ,41.83 ,1489,0.9833 
717,Inner Mongolia MS20,116.12 ,41.70 ,1518,0.9756 
718,Inner Mongolia TS01,115.95 ,42.68 ,1311,0.0000 
719,Inner Mongolia TS02,116.12 ,42.62 ,1374,1.9900 
720,Inner Mongolia TS03,116.12 ,42.62 ,1374,0.1938 
721,Inner Mongolia TS04,116.07 ,42.37 ,1310,0.0000 
722,Inner Mongolia TS05,116.09 ,42.51 ,1441,0.1986 
723,Inner Mongolia TS06,116.20 ,42.38 ,1314,0.9709 
724,Inner Mongolia TS07,116.20 ,42.38 ,1314,1.9608 
725,Inner Mongolia TS08,116.01 ,41.74 ,1462,0.0000 
726,Inner Mongolia TS09,115.95 ,41.75 ,1452,0.0000 
727,Inner Mongolia TS10,115.80 ,41.69 ,1449,2.0000 
728,Inner Mongolia TS11,115.34 ,41.47 ,1479,0.0000 
729,Inner Mongolia TS12,115.31 ,41.52 ,1447,0.0000 
730,Inner Mongolia TS13,115.21 ,41.62 ,1405,0.0000 
731,Inner Mongolia TS14,114.93 ,41.38 ,1378,0.1967 
732,Inner Mongolia TS15,114.57 ,41.33 ,1364,0.1908 
733,Inner Mongolia TS16,114.38 ,41.29 ,1339,1.9900 
734,Inner Mongolia TS17,114.45 ,41.31 ,1344,1.4706 
735,Inner Mongolia TS18,114.41 ,41.45 ,1367,0.0000 
736,Inner Mongolia TS19,114.59 ,41.60 ,1427,2.8958 
737,Inner Mongolia TS20,115.04 ,43.57 ,1066,1.9512 
738,Inner Mongolia TS21,114.75 ,43.75 ,1137,1.9455 
739,Inner Mongolia TS22,114.83 ,43.93 ,1157,1.0040 
740,Inner Mongolia TS23,114.70 ,43.95 ,1128,0.0000 
741,Inner Mongolia TS24,114.68 ,43.90 ,1011,0.0000 
742,Inner Mongolia TS25,113.64 ,43.91 ,1035,0.0000 
743,Inner Mongolia TS26,113.64 ,43.91 ,1035,0.0000 
744,Inner Mongolia TS27,113.63 ,43.82 ,1082,0.0000 
745,Inner Mongolia TS28,113.39 ,43.63 ,1043,0.0000 
746,Inner Mongolia TS29,113.15 ,43.47 ,1048,0.9833 
747,Inner Mongolia TS30,113.00 ,43.25 ,1038,0.0000 
748,Inner Mongolia TS32,112.61 ,42.60 ,1163,0.0000 
749,Inner Mongolia TS33,112.58 ,42.85 ,1112,0.0993 
750,Inner Mongolia TS34,112.73 ,42.90 ,1117,0.0994 
751,Inner Mongolia TS35,113.70 ,43.78 ,1161,0.0000 
752,Inner Mongolia TS36,113.82 ,43.69 ,1148,0.0992 
753,Inner Mongolia TS37,114.17 ,43.51 ,1094,0.9852 
754,Inner Mongolia TS38,114.33 ,43.28 ,1066,0.0992 
755,Inner Mongolia TS39,114.46 ,43.17 ,1072,0.9990 
756,Inner Mongolia TS40,114.48 ,43.02 ,1113,0.0000 
757,Inner Mongolia TS41,114.34 ,42.96 ,1072,1.4764 
758,Inner Mongolia TS42,114.39 ,42.94 ,1080,0.0000 
759,Inner Mongolia TS43,114.54 ,42.83 ,1146,0.0000 
760,Inner Mongolia TS44,114.65 ,42.74 ,1159,0.0000 
761,Inner Mongolia TS45,115.12 ,42.32 ,1396,0.0000 
762,Inner Mongolia TS46,115.21 ,42.35 ,1334,0.0000 
763,Inner Mongolia TS50,115.66 ,42.37 ,1363,0.0000 
764,Inner Mongolia TS51,115.55 ,42.47 ,1293,3.4415 
765,Inner Mongolia TS52,115.42 ,42.58 ,1279,0.0000 
766,Inner Mongolia TS53,115.17 ,42.62 ,1265,0.0000 
767,Inner Mongolia TS54,114.93 ,42.66 ,1186,0.0000 
768,Inner Mongolia TS55,114.81 ,42.64 ,1148,2.4925 
769,Inner Mongolia TS56,114.81 ,42.51 ,1207,0.0000 
770,Inner Mongolia TS57,114.87 ,42.28 ,1306,0.9843 
771,Inner Mongolia TS58,114.68 ,42.40 ,1249,0.0000 
772,Inner Mongolia TS59,114.48 ,42.43 ,1285,4.9900 
773,Inner Mongolia TS60,114.24 ,42.55 ,1138,0.0000 
774,Inner Mongolia TS62,114.03 ,42.47 ,1190,1.5121 
775,Inner Mongolia TS63,113.98 ,42.40 ,1240,1.4778 
776,Inner Mongolia TS64,113.93 ,42.33 ,1311,0.0000 
777,Inner Mongolia TS65,114.01 ,42.25 ,1300,0.5107 
778,Inner Mongolia TS66,113.87 ,42.12 ,1461,1.4493 
779,Inner Mongolia TS68,114.56 ,42.13 ,1345,3.1513 
780,Inner Mongolia TS69,114.57 ,42.07 ,1416,0.0000 
781,Inner Mongolia TS70,114.51 ,41.94 ,1490,0.0000 
782,Inner Mongolia TS71,114.51 ,41.94 ,1490,1.0194 
783,Inner Mongolia TS72,114.69 ,41.84 ,1461,0.0000 
784,Inner Mongolia TS73,114.69 ,41.84 ,1461,0.0000 
785,Inner Mongolia TS74,114.92 ,41.85 ,1484,0.0000 
786,Inner Mongolia TS75,114.92 ,41.85 ,1484,0.0000 
787,Inner Mongolia TS76,115.04 ,41.88 ,1466,0.1017 
788,Inner Mongolia TS77,115.04 ,41.88 ,1466,8.0890 
789,Inner Mongolia TS78,115.63 ,42.24 ,1310,0.0000 
790,Inner Mongolia TS79,115.57 ,42.19 ,1330,0.9872 
791,Inner Mongolia TS80,115.50 ,42.11 ,1406,3.4113 
792,Inner Mongolia TS81,115.32 ,42.04 ,1432,1.9900 
793,Inner Mongolia TS82,115.32 ,42.04 ,1432,0.0000 
794,Inner Mongolia TS83,115.27 ,41.85 ,1483,3.8986 
795,Inner Mongolia TS84,115.27 ,41.85 ,1483,0.9960 
796,Inner Mongolia TS85,115.27 ,41.85 ,1483,0.0000 
797,Inner Mongolia TS86,115.17 ,41.75 ,1443,0.0000 
798,Inner Mongolia TS87,115.02 ,41.64 ,1407,0.0000 
799,Inner Mongolia TS88,111.63 ,41.57 ,1464,2.1127 
800,Inner Mongolia TS89,111.45 ,41.64 ,1464,0.0000 
801,Inner Mongolia TS90,111.32 ,41.75 ,1529,1.4620 
802,Inner Mongolia TS91,111.20 ,41.88 ,1485,0.0000 
803,Inner Mongolia TS92,111.01 ,42.13 ,1194,0.0000 
804,Inner Mongolia TS93,112.58 ,42.72 ,1120,0.0000 
805,Inner Mongolia TS94,112.50 ,42.48 ,1239,0.0000 
806,Inner Mongolia TS95,112.37 ,42.34 ,1235,0.0000 
807,Inner Mongolia TS96,112.27 ,42.21 ,1287,0.0000 
808,Jiajihe,128.10 ,48.70 ,380,27.1411 
809,Jiangcun,109.50 ,34.40 ,879,30.5646 
810,Jianggao,113.10 ,23.35 ,18,14.2857 
811,Jiangjunpaozi,117.47 ,42.37 ,1490,7.9007 
812,Jiangsu,119.92 ,33.45 ,2,23.6364 
813,Jiangsu HQ98,120.23 ,32.25 ,6,26.1905 
814,Jinggang Mt 1,114.14 ,26.53 ,754,8.4716 
815,Jinggang Mt 2,114.14 ,26.53 ,792,10.4003 
816,Jinggang Mt 3,114.14 ,26.54 ,1003,55.2264 
817,Jinggang Mt 4,114.14 ,26.53 ,897,6.7069 
818,Jinggang Mt 5,114.51 ,26.79 ,169,48.6641 
819,Jinggang Mt 6,114.51 ,26.79 ,169,26.2338 
820,Jinxiu,110.21 ,24.15 ,1195,5.3791 
821,Jiuxian Mt,118.13 ,25.75 ,1360,26.3889 
822,Junshan,112.80 ,29.30 ,31,23.7288 
823,Kaili 1,108.21 ,26.66 ,660,34.9770 
824,Kaili 2,108.04 ,26.60 ,871,66.3400 
825,Kaitong,123.10 ,44.80 ,148,14.0056 
826,Kekexili 1,92.46 ,34.24 ,4532,1.2552 
827,Kekexili 2,92.41 ,34.58 ,4668,2.2814 
828,Kekexili 3,92.95 ,34.95 ,4657,5.4286 
829,Kekexili 4,92.44 ,34.22 ,4570,22.5000 
830,Kekexili 5,92.44 ,34.22 ,4560,2.6008 
831,Kekexili 6,92.61 ,34.38 ,4680,6.1508 
832,Kekexili 7,92.72 ,34.47 ,4632,3.8745 
833,Keligao,97.56 ,36.00 ,3110,0.8393 
834,Kenli 1,118.57 ,37.53 ,100,0.4728 
835,Kenli 2,118.57 ,37.53 ,100,2.2959 
836,Kenli 3,118.57 ,37.53 ,100,1.1013 
837,Kunlun 1,94.05 ,35.68 ,4690,0.0000 
838,Kunlun 2,94.32 ,35.77 ,4090,0.0000 
839,Kunlun Mt 01,75.80 ,39.60 ,1200,0.0604 
840,Kunlun Mt 02,74.90 ,38.80 ,3400,0.0965 
841,Kunlun Mt 03,74.90 ,38.30 ,4070,0.0764 
842,Kunlun Mt 04,77.40 ,37.70 ,1500,0.0654 
843,Kunlun Mt 05,77.10 ,37.20 ,2500,0.2636 
844,Kunlun Mt 06,77.80 ,36.40 ,3850,1.6010 
845,Kunlun Mt 07,78.20 ,36.30 ,3750,1.1556 
846,Kunlun Mt 08,78.70 ,36.20 ,4050,0.6598 
847,Kunlun Mt 09,79.30 ,35.80 ,5100,0.5006 
848,Kunlun Mt 10,79.40 ,35.60 ,4890,1.4469 
849,Lanzhou 1,104.17 ,36.08 ,2800,19.1176 
850,Lanzhou 2,104.17 ,36.08 ,3100,32.2222 
851,Lanzhou 3,104.17 ,36.08 ,3600,18.1818 
852,Lasha,90.99 ,30.42 ,4219,1.9391 
853,Lechang,113.10 ,25.08 ,775,41.1259 
854,Liangtian,113.03 ,25.63 ,280,29.9940 
855,Liangwang Mt 1,102.95 ,25.47 ,2820,76.3242 
856,Liangwang Mt 2,102.95 ,25.47 ,2725,95.4590 
857,Liangwang Mt 3,102.95 ,25.47 ,2495,44.1047 
858,Liangwang Mt 4,102.95 ,25.47 ,2295,25.0796 
859,Liangwang Mt 5,102.95 ,25.47 ,2155,47.4576 
860,Liangwang Mt z1,102.91 ,24.77 ,2495,44.1044 
861,Liangwang Mt z2,102.90 ,24.81 ,2155,47.4553 
862,Liangwang Mt z3,102.91 ,24.81 ,2820,76.3276 
863,Liangwang Mt z4,102.90 ,24.81 ,2295,25.0775 
864,Liangwang Mt z5,102.91 ,24.76 ,2725,95.4600 
865,Liangwang Mt z6,102.91 ,24.81 ,2820,76.3276 
866,Lianyungang,119.40 ,34.80 ,0,31.4961 
867,Lingao,109.60 ,19.90 ,2,3.9604 
868,Lingdingyang,113.30 ,22.47 ,-18,11.5385 
869,Liuchanghe,106.40 ,26.98 ,1044,43.8200 
870,Liupanshui,105.14 ,26.21 ,1066,43.1214 
871,Liushuwan,108.33 ,37.78 ,1448,0.0000 
872,Loess Plateau 02,109.78 ,35.49 ,1200,62.4424 
873,Loess Plateau 03,109.78 ,35.49 ,1120,2.5723 
874,Loess Plateau 08,109.75 ,35.97 ,1160,73.9377 
875,Loess Plateau 09,109.75 ,35.97 ,1200,27.6029 
876,Loess Plateau 11,109.75 ,35.97 ,1250,53.1553 
877,Loess Plateau 13,109.75 ,35.97 ,1150,79.3451 
878,Loess Plateau 15,108.67 ,35.87 ,1400,11.0390 
879,Loess Plateau 15-1,108.67 ,35.87 ,1400,41.5094 
880,Loess Plateau 16,108.67 ,35.87 ,1400,63.2850 
881,Loess Plateau 18,106.47 ,35.72 ,2650,33.8330 
882,Loess Plateau 18-1,106.47 ,35.72 ,2650,59.3516 
883,Loess Plateau 22,106.25 ,35.58 ,2070,54.1850 
884,Loess Plateau 29,106.33 ,36.37 ,2050,11.5288 
885,Loess Plateau 30,106.33 ,36.37 ,2050,5.2301 
886,Loess Plateau 31,106.33 ,36.37 ,2050,36.9369 
887,Loess Plateau 34,109.75 ,35.97 ,1250,2.4229 
